mm_id,BSEID,NSEID,Industry,Mojo,Name,financial,quality,technical,valuation
160546,524790,0,Pharma,Not Rated,Everest Organics,Flat,Does not qualify,Flat,Does not qualify
1002863,540737,0,Pharma,Not Rated,Shree Ganesh Remed.,,Below Average,,Does not qualify
612893,532660,VIVIMEDLAB,Pharma,Not Rated,Vivimed Labs,Flat,Does not qualify,Flat,Does not qualify
831770,524470,0,Pharma,Not Rated,Syncom Formulations,Positive,Does not qualify,Positive,Does not qualify
1002809,540679,SMSLIFE,Pharma,Not Rated,SMS Lifesciences,Very Negative,Does not qualify,Very Negative,Does not qualify
138636,532637,MANGALAM,Pharma,Not Rated,Mangalam Drugs&Org.,Positive,Does not qualify,Positive,Does not qualify
542055,533896,0,Pharma,Not Rated,Fervent Synergies,Negative,Does not qualify,Negative,Does not qualify
1002605,539730,0,Pharma,Not Rated,Fredun Pharma,Flat,Does not qualify,Flat,Does not qualify
446660,531398,0,Pharma,Not Rated,Source Natural Foods,Flat,Does not qualify,Flat,Does not qualify
134241,507789,JAGSNPHARM,Pharma,Not Rated,Jagsonpal Pharma,Positive,Does not qualify,Positive,Does not qualify
555664,524824,BALPHARMA,Pharma,Not Rated,Bal Pharma,Very Negative,Does not qualify,Very Negative,Does not qualify
965190,524212,WANBURY,Pharma,Sell,Wanbury,Positive,Below Average,Positive,Does not qualify
288880,530163,0,Pharma,Strong Sell,Kerala Ayurveda,Flat,Below Average,Flat,Does not qualify
539063,533543,BROOKS,Pharma,Not Rated,Brooks Laboratories,Flat,Does not qualify,Flat,Does not qualify
189121,500259,LYKALABS,Pharma,Not Rated,Lyka Labs,Negative,Does not qualify,Negative,Does not qualify
1003380,542934,,Pharmaceuticals & Drugs,Not Rated,Chandra Bhagat,,Does not qualify,,Does not qualify
287757,538964,0,Pharma,Not Rated,Mercury Laboratories,Positive,Does not qualify,Positive,Does not qualify
476417,524506,0,Pharma,Not Rated,Coral Laboratories,Very Negative,Does not qualify,Very Negative,Does not qualify
164052,524828,MBIND,Pharma,Not Rated,BDH Inds,Flat,Does not qualify,Flat,Does not qualify
1002925,540937,0,Pharma,Not Rated,Medico Remedies,,Below Average,,Does not qualify
476646,532878,ALPA,Pharma,Not Rated,Alpa Laboratories,Positive,Does not qualify,Positive,Does not qualify
1003151,542724,0,Pharma,Not Rated,Earum Pharmaceutical,,Does not qualify,,Does not qualify
519270,540686,0,Pharma,Not Rated,Smruthi Organics,Negative,Does not qualify,Negative,Does not qualify
568580,526953,VENUSREM,Pharma,Not Rated,Venus Remedies,Positive,Does not qualify,Positive,Does not qualify
1002639,539997,0,Pharma,Not Rated,Kwality Pharma,,Below Average,,Does not qualify
936506,524663,0,Pharma,Not Rated,Bharat Immunological,Positive,Does not qualify,Positive,Does not qualify
930938,531739,0,Pharma,Not Rated,Gennex Laboratories,Flat,Does not qualify,Flat,Does not qualify
650679,511509,0,Pharma,Not Rated,Vivo Bio Tech,Flat,Does not qualify,Flat,Does not qualify
349207,524654,0,Pharma,Not Rated,Natural Capsules,Flat,Does not qualify,Flat,Does not qualify
538955,500422,TRANSCHEM,Pharma,Not Rated,Transchem,Flat,Does not qualify,Flat,Does not qualify
116063,530125,0,Pharma,Not Rated,Samrat Pharmachem,Positive,Does not qualify,Positive,Does not qualify
239365,530233,0,Pharma,Not Rated,Auro Laboratories,Negative,Does not qualify,Negative,Does not qualify
545241,524752,0,Pharma,Not Rated,Combat Drugs,Flat,Does not qualify,Flat,Does not qualify
902331,524764,0,Pharma,Not Rated,Nutraplus India,Negative,Does not qualify,Negative,Does not qualify
867634,531726,PANCHSHEEL,Pharma,Not Rated,Panchsheel Organics,Flat,Does not qualify,Flat,Does not qualify
469912,524202,0,Pharma,Not Rated,Lactose India,Flat,Does not qualify,Flat,Does not qualify
1002820,540694,0,Pharma,Not Rated,ANG Lifesciences,,Below Average,,Does not qualify
396654,537253,0,Pharma,Not Rated,Sunil Healthcare,Flat,Does not qualify,Flat,Does not qualify
384463,524711,0,Pharma,Not Rated,Vista Pharma,Flat,Does not qualify,Flat,Does not qualify
878419,506919,0,Pharma,Not Rated,Makers Laboratories,Flat,Does not qualify,Flat,Does not qualify
386748,524396,BIOFILCHEM,Pharma,Not Rated,Biofil Chem & Pharma,Positive,Does not qualify,Positive,Does not qualify
1003024,541503,0,Pharma,Not Rated,Unick Fix-A-Form,Flat,Does not qualify,Flat,Does not qualify
427178,539287,ORTINLABSS,Pharma,Not Rated,Ortin Laboratories,Flat,Does not qualify,Flat,Does not qualify
532920,524652,INDSWFTLTD,Pharma,Strong Sell,Ind-Swift,Flat,Below Average,Flat,Does not qualify
605306,538965,0,Pharma,Not Rated,Concord Drugs,Flat,Does not qualify,Flat,Does not qualify
723558,523144,MEDICAPS,Pharma,Not Rated,Medi-Caps,Very Negative,Does not qualify,Very Negative,Does not qualify
306122,523620,,Pharma,Not Rated,Phaarmasia,Positive,Does not qualify,Positive,Does not qualify
765253,530317,0,Pharma,Not Rated,Godavari Drugs,Positive,Does not qualify,Positive,Does not qualify
955998,533211,PARABDRUGS,Pharma,Strong Sell,Parabolic Drugs,Flat,Below Average,Flat,Does not qualify
446999,532021,0,Pharma,Strong Sell,Senbo Industries,Flat,Below Average,Flat,Does not qualify
796559,530991,,Pharma,Not Rated,Roopa Industries,Flat,Does not qualify,Flat,Does not qualify
149777,524689,PDPL,Pharma,Strong Sell,Parenteral Drugs,Negative,Below Average,Negative,Does not qualify
798135,524636,0,Pharma,Strong Sell,SS Organics,Flat,Below Average,Flat,Does not qualify
320725,507486,0,Pharma,Not Rated,Caprolactam Chem,Positive,Does not qualify,Positive,Does not qualify
505931,524632,0,Pharma,Not Rated,Shukra Pharma,Positive,Does not qualify,Positive,Does not qualify
173071,531846,0,Pharma,Not Rated,Trinity League India,Flat,Does not qualify,Flat,Does not qualify
1002724,540359,0,Pharma,Not Rated,Parmax Pharma,Outstanding,Does not qualify,Outstanding,Does not qualify
391263,539528,0,Pharma,Not Rated,Aayush Food,Negative,Does not qualify,Negative,Does not qualify
367513,531637,0,Pharma,Not Rated,Sword & ShieldPharma,Positive,Does not qualify,Positive,Does not qualify
890385,524314,0,Pharma,Not Rated,Guj. Terce Lab,Positive,Does not qualify,Positive,Does not qualify
328426,531569,0,Pharma,Strong Sell,Sanjivani Paranteral,Flat,Below Average,Flat,Does not qualify
841083,530665,0,Pharma,Not Rated,Zenith Health Care,Positive,Does not qualify,Positive,Does not qualify
799751,524572,0,Pharma,Not Rated,Pharmaids Pharma,Flat,Does not qualify,Flat,Does not qualify
604118,532871,CELESTIAL,Pharma,Strong Sell,Celestial Biolabs,Very Negative,Below Average,Very Negative,Does not qualify
621096,531210,0,Pharma,Not Rated,Colinz Laboratories,Flat,Does not qualify,Flat,Does not qualify
444125,524400,0,Pharma,Not Rated,Ishita Drugs & Inds.,Positive,Does not qualify,Positive,Does not qualify
782664,531762,0,Pharma,Not Rated,Unjha Formulations,Flat,Does not qualify,Flat,Does not qualify
447348,524604,0,Pharma,Not Rated,Kamron Laboratories,Negative,Does not qualify,Negative,Does not qualify
210607,524414,0,Pharma,Strong Sell,Norris Medicines,Flat,Below Average,Flat,Does not qualify
200695,536565,0,Pharma,Not Rated,Trimurthi,Flat,Does not qualify,Flat,Does not qualify
562334,533157,SYNCOM,Pharma,Strong Sell,Syncom Healthcare,Flat,Below Average,Flat,Does not qualify
302214,524606,0,Pharma,Not Rated,Beryl Drugs,Flat,Does not qualify,Flat,Does not qualify
999958,539392,0,Pharma,Not Rated,Sang Froid Labs,,Below Average,,Does not qualify
278598,526707,ALCHEM,Pharma,Strong Sell,Alchemist,Negative,Below Average,Negative,Does not qualify
736142,524661,0,Pharma,Not Rated,Welcure Drugs&Pharma,Flat,Does not qualify,Flat,Does not qualify
271637,524322,0,Pharma,Sell,Kabra Drugs,Flat,Below Average,Flat,Does not qualify
852453,532989,BAFNAPHARM,Pharma,Not Rated,Bafna Pharma,Flat,Does not qualify,Flat,Does not qualify
395126,532041,0,Pharma,Not Rated,Hind Bio Science,Flat,Does not qualify,Flat,Does not qualify
510537,531099,0,Pharma,Not Rated,Rubra Medicaments,Flat,Does not qualify,Flat,Does not qualify
1002668,0,SAKAR,Pharma,Not Rated,Sakar Healthcare,Positive,Does not qualify,Positive,Does not qualify
1002898,0,AJOONI,Pharma,Not Rated,Ajooni Biotech,,Below Average,,Does not qualify
1002857,0,BETA,Pharma,Not Rated,Beta Drugs,,Below Average,,Does not qualify
1002804,0,VAISHALI,Pharma,Not Rated,Vaishali Pharma,,Below Average,,Does not qualify
1002761,0,ZOTA,Pharma,Sell,Zota Health Care,Flat,Good,Flat,Very Expensive
867817,524796,0,Pharma,Not Rated,Vardhaman Lab,,Below Average,,Does not qualify
653435,524372,ORCHIDPHAR,Pharma,Strong Sell,Orchid Pharma,Negative,Below Average,Negative,Does not qualify
592009,500180,HDFCBANK,Private Banks,Hold,HDFC Bank,Positive,Excellent,Positive,Attractive
621403,500247,KOTAKBANK,Private Banks,Sell,Kotak Mahindra Bank,Flat,Excellent,Flat,Expensive
478299,532174,ICICIBANK,Private Banks,Buy,ICICI Bank,Very Positive,Good,Very Positive,Expensive
112501,532215,AXISBANK,Private Banks,Sell,Axis Bank,Positive,Good,Positive,Fair
873791,532648,YESBANK,Private Banks,Strong Sell,Yes Bank,Very Negative,Below Average,Very Negative,Expensive
1000060,541153,BANDHANBNK,Private Banks,Hold,Bandhan Bank,Very Positive,Excellent,Very Positive,Expensive
250217,532187,INDUSINDBK,Private Banks,Hold,Indusind Bank,Positive,Good,Positive,Very Attractive
1002776,540611,AUBANK,Private Banks,Hold,AU Small Fin. Bank,Outstanding,Good,Outstanding,Expensive
999987,539437,IDFCFIRSTB,Private Banks,Sell,IDFC First Bank,Flat,Good,Flat,Fair
119922,532210,CUB,Private Banks,Sell,City Union Bank,Flat,Good,Flat,Fair
533514,500469,FEDERALBNK,Private Banks,Hold,Federal Bank,Positive,Good,Positive,Very Attractive
1002649,540065,RBLBANK,Private Banks,Sell,RBL Bank,Negative,Good,Negative,Very Attractive
1003363,542904,UJJIVANSFB,Private Banks,Not Rated,Ujjivan Small,,Does not qualify,,Fair
527477,532772,DCBBANK,Private Banks,Sell,DCB Bank,Flat,Good,Flat,Very Attractive
1003355,542867,CSBBANK,Private Banks,Not Rated,CSB Bank,Flat,Does not qualify,Flat,Very Attractive
